7299,0,2,0,0,2,0.2
77779,148,160,159,70,114,-15.8
5964,75,107,94,41,83,-5.0
98279,8,10,17,4,8,-0.6
35431,0,2,5,1,0,-0.1
66096,25,23,14,5,9,-5.0
30004,0,0,0,0,0,0.0
74464,0,0,0,0,0,0.0
95866,2,1,0,0,0,-0.5
74929,0,0,0,0,0,0.0
76271,0,0,0,0,0,0.0
98948,0,0,0,0,0,0.0
187378,0,0,0,0,0,0.0
30715,0,0,0,0,0,0.0
4931,0,0,0,0,0,0.0
4589,19,30,25,18,27,0.4
106152,0,0,0,0,0,0.0
93777,1,2,7,2,2,0.2
163867,0,0,0,0,0,0.0
87050,94,116,147,42,83,-9.6
20754,0,0,0,0,1,0.2
64880,11,24,35,13,5,-2.3
35158,0,0,0,0,0,0.0
82533,9,21,18,3,16,-0.4
41077,0,0,0,0,0,0.0
64044,0,0,0,0,0,0.0
62248,9,8,38,4,0,-2.2
120759,0,0,0,0,0,0.0
146575,0,0,0,0,0,0.0
11776,183,274,308,105,306,7.7
6761,7,6,8,3,17,1.7
34362,2,5,1,1,0,-0.8
57841,130,128,174,85,119,-6.5
70800,36,37,30,14,33,-2.9
37282,0,0,0,0,0,0.0
176139,0,0,0,0,0,0.0
85287,182,192,233,84,165,-14.2
986,352,203,343,134,367,-3.9
60462,81,74,74,17,107,-0.5
40415,39,58,37,21,59,0.3
176377,0,0,0,0,0,0.0
73608,12,16,25,12,28,2.8
102358,60,105,105,49,48,-8.0
72872,15,31,26,10,39,2.7
36695,13,35,9,9,13,-2.6
19499,458,491,482,120,432,-42.3
43713,344,274,301,166,494,19.2
59729,47,99,76,32,57,-4.7
12316,0,0,0,0,0,0.0
94965,4,2,6,1,1,-0.7
14303,0,0,0,0,0,0.0
36737,99,84,86,36,75,-9.6
1697,230,245,300,122,219,-14.5
40021,0,0,0,0,0,0.0
4703,0,0,0,0,0,0.0
89268,1,0,0,0,0,-0.2
1015,574,1151,1086,443,645,-56.6
87467,0,1,1,0,3,0.5
12229,13,21,6,10,45,5.3
80065,1503,1826,1889,1043,1441,-90.7
6594,14,8,11,5,14,-0.3
7122,0,0,0,0,0,0.0
3477,1955,2360,1738,668,4365,312.8
70719,20,31,61,31,41,4.2
70603,3,2,0,0,2,-0.4
51980,0,0,0,0,0,0.0
38462,2621,3703,4363,1921,3559,9.4
165113,0,0,0,0,0,0.0
66719,18,20,30,20,34,3.2
739,4,4,8,6,2,-0.2
32276,5,0,2,6,2,0.0
129643,0,0,0,0,0,0.0
4191,2,0,1,0,0,-0.4
98005,3,20,22,55,8,4.5
27784,1,0,0,0,1,0.0
60871,3,2,0,1,4,0.1
61334,17,34,16,9,20,-1.9
88329,45,42,61,29,40,-2.3
116197,3,16,7,4,2,-1.4
27000,0,0,0,0,0,0.0
